CUSIP NO,ASTRK,ISSUER NAME,ISSUER DESCRIPTION,STATUS
00768Y 81 8,,ADVISORSHARES TR,INSIDER ADVANTA,
00768Y 90 0,,ADVISORSHARES TR,CALL,
00768Y 90 0,,ADVISORSHARES TR,CALL,DELETED
00768Y 90 0,,ADVISORSHARES TR,CALL,
00768Y 90 2,,ADVISORSHARES TR,CALL,
00768Y 90 2,,ADVISORSHARES TR,CALL,
00768Y 90 3,,ADVISORSHARES TR,CALL,
00768Y 90 3,,ADVISORSHARES TR,CALL,
00768Y 90 5,,ADVISORSHARES TR,CALL,
00768Y 90 5,,ADVISORSHARES TR,CALL,
00768Y 90 6,,ADVISORSHARES TR,CALL,
00768Y 90 7,,ADVISORSHARES TR,CALL,DELETED
00768Y 90 8,,ADVISORSHARES TR,CALL,
00768Y 90 8,,ADVISORSHARES TR,CALL,
00768Y 95 0,,ADVISORSHARES TR,PUT,
00768Y 95 0,,ADVISORSHARES TR,PUT,DELETED
00768Y 95 0,,ADVISORSHARES TR,PUT,
00768Y 95 2,,ADVISORSHARES TR,PUT,
00768Y 95 2,,ADVISORSHARES TR,PUT,
00768Y 95 3,,ADVISORSHARES TR,PUT,
00768Y 95 3,,ADVISORSHARES TR,PUT,
00768Y 95 5,,ADVISORSHARES TR,PUT,
00768Y 95 5,,ADVISORSHARES TR,PUT,
00768Y 95 6,,ADVISORSHARES TR,PUT,
00768Y 95 7,,ADVISORSHARES TR,PUT,DELETED
00768Y 95 8,,ADVISORSHARES TR,PUT,
00768Y 95 8,,ADVISORSHARES TR,PUT,
0076CA 10 4,*,AEGON LTD,AMER REG 1 CERT,ADDED
0076CA 90 4,,AEGON LTD,CALL,ADDED
0076CA 95 4,,AEGON LTD,PUT,ADDED
00770C 10 1,*,ADVANCED EMISSIONS SOLUTIONS,COM,
00770C 90 1,,ADVANCED EMISSIONS SOLUTIONS,CALL,
00770C 95 1,,ADVANCED EMISSIONS SOLUTIONS,PUT,
00770K 20 2,*,AEMETIS INC,COM NEW,
00770K 90 2,,AEMETIS INC,CALL,
00770K 95 2,,AEMETIS INC,PUT,
00770X 24 6,,ADVISORS SER TR,LOGAN CAP BRD IN,
00770X 25 3,,ADVISORS SER TR,REVERB ETF,
00770X 26 1,*,ADVISORS SER TR,VEGTECH PLANT B,
00770X 90 1,,ADVISORS SER TR,CALL,
00770X 95 1,,ADVISORS SER TR,PUT,
007737 10 9,,MEGA MATRIX CORP,COM,
00773J 20 2,*,SPYRE THERAPEUTICS INC,COM NEW,
00773J 90 2,,SPYRE THERAPEUTICS INC,CALL,
00773J 95 2,,SPYRE THERAPEUTICS INC,PUT,
00773T 10 1,*,ADVANSIX INC,COM,
00773T 90 1,,ADVANSIX INC,CALL,
00773T 95 1,,ADVANSIX INC,PUT,
00773U 10 8,*,ADVERUM BIOTECHNOLOGIES INC,COM,
00773U 90 8,,ADVERUM BIOTECHNOLOGIES INC,CALL,
00773U 95 8,,ADVERUM BIOTECHNOLOGIES INC,PUT,
007744 10 5,,MOLEKULE GROUP INC,COM,DELETED
00774Q 14 8,,ADVISORS INNER CIRCLE FD III,DEMOCRACY INTERN,
00774Q 19 7,,ADVISORS INNER CIRCLE FD III,RAYLIANT QUANTAM,
00774Q 34 6,,ADVISORS INNER CIRCLE FD III,DEMCRATIC LG ETF,
00775Y 64 5,,ADVISORS INNER CIRCLE FD III,STRATEGAS MACRO,
00775Y 65 2,,ADVISORS INNER CIRCLE FD III,STRATEGAS GBL PO,
00775Y 71 0,,ADVISORS INNER CIRCLE FD III,RAYLIANT QUANTMN,
00775Y 72 8,,ADVISORS INNER CIRCLE FD III,RAYLIANT QUANTIT,
00775Y 73 6,,ADVISORS INNER CIRCLE FD III,ADVOCATE RISING,DELETED
00776D 20 2,,AENZA S.A.A,SPONSORED ADS,DELETED
00777C 20 3,,ADVANCED HEALTH INTELLIGENCE,SPONSORED ADS,
00777X 10 8,,ADVISOR MANAGED PORTFOLIOS,ARCH INDICES VOI,ADDED
00777X 60 3,,ADVISOR MANAGED PORTFOLIOS,SOUNDWATCH HEDGD,ADDED
00788A 10 5,*,ADVENT TECHNOLOGIES HOLDNG I,COM CL A,
00788A 11 3,,ADVENT TECHNOLOGIES HOLDNG I,*W EXP 02/03/202,
00788A 90 5,,ADVENT TECHNOLOGIES HOLDNG I,CALL,
00788A 95 5,,ADVENT TECHNOLOGIES HOLDNG I,PUT,
007903 10 7,*,ADVANCED MICRO DEVICES INC,COM,
007903 90 7,,ADVANCED MICRO DEVICES INC,CALL,
007903 95 7,,ADVANCED MICRO DEVICES INC,PUT,
007903 BD 8,,ADVANCED MICRO DEVICES INC,NOTE  2.125% 9/0,DELETED
00790R 10 4,*,ADVANCED DRAIN SYS INC DEL,COM,
00790R 90 4,,ADVANCED DRAIN SYS INC DEL,CALL,
00790R 95 4,,ADVANCED DRAIN SYS INC DEL,PUT,
00791N 10 2,*,ADVANTAGE SOLUTIONS INC,COM CL A,
00791N 11 0,,ADVANTAGE SOLUTIONS INC,*W EXP 10/28/202,
00791N 90 2,,ADVANTAGE SOLUTIONS INC,CALL,
00791N 95 2,,ADVANTAGE SOLUTIONS INC,PUT,
00791R 30 1,,ADVISORS INNER CIRCLE FD II,PMV ADAPTIVE RSK,
00791R 60 8,,ADVISORS INNER CIRCLE FD II,CASTLEARK LARGE,ADDED
00791X 10 0,,AEON BIOPHARMA INC,CL A,
00791X 11 8,,AEON BIOPHARMA INC,*W EXP 07/21/202,
007924 10 3,*,AEGON N V,NY REGISTRY SHS,DELETED
007924 90 3,,AEGON N V,CALL,DELETED
007924 95 3,,AEGON N V,PUT,DELETED
00792J 10 0,*,AFRICAN AGRICULTURE HOLDINGS,COM,ADDED
00792J 11 8,,AFRICAN AGRICULTURE HOLDINGS,*W EXP 12/06/202,ADDED
00792J 90 0,,AFRICAN AGRICULTURE HOLDINGS,CALL,ADDED
00792J 95 0,,AFRICAN AGRICULTURE HOLDINGS,PUT,ADDED
007973 10 0,*,ADVANCED ENERGY INDS,COM,
007973 90 0,,ADVANCED ENERGY INDS,CALL,
007973 95 0,,ADVANCED ENERGY INDS,PUT,
007975 50 1,*,AETERNA ZENTARIS INC,COM NEW,
007975 90 1,,AETERNA ZENTARIS INC,CALL,
007975 95 1,,AETERNA ZENTARIS INC,PUT,
008064 10 7,,AEROVATE THERAPEUTICS INC,COM,
008073 10 8,*,AEROVIRONMENT INC,COM,
008073 90 8,,AEROVIRONMENT INC,CALL,
008073 95 8,,AEROVIRONMENT INC,PUT,
00808Y 30 7,*,AETHLON MED INC,COM,DELETED
00808Y 40 6,*,AETHLON MED INC,COM NEW,ADDED
00808Y 90 6,,AETHLON MED INC,CALL,ADDED
00808Y 90 7,,AETHLON MED INC,CALL,DELETED
00808Y 95 6,,AETHLON MED INC,PUT,ADDED
00808Y 95 7,,AETHLON MED INC,PUT,DELETED
00809J 10 1,,AETHERIUM ACQUISITION CORP,CLASS A COM,
00809J 11 9,,AETHERIUM ACQUISITION CORP,*W EXP 12/21/202,
00809J 20 0,,AETHERIUM ACQUISITION CORP,UNIT 12/21/2026,
00809M 10 4,,AESTHETIC MED INTL HLDG GR L,ADS,
00810F 10 6,*,AERSALE CORPORATION,COM,
00810F 90 6,,AERSALE CORPORATION,CALL,
00810F 95 6,,AERSALE CORPORATION,PUT,
00810J 10 8,,AERWINS TECHNOLOGIES INC,COM,
00810J 11 6,,AERWINS TECHNOLOGIES INC,*W EXP 02/03/202,
008183 10 5,*,AEYE INC,CL A COM,DELETED
008183 11 3,,AEYE INC,*W EXP 09/30/202,
008183 20 4,*,AEYE INC,CL A NEW,ADDED
008183 90 4,,AEYE INC,CALL,ADDED
008183 90 5,,AEYE INC,CALL,DELETED
008183 95 4,,AEYE INC,PUT,ADDED
008183 95 5,,AEYE INC,PUT,DELETED
008252 10 8,*,AFFILIATED MANAGERS GROUP IN,COM,
008252 90 8,,AFFILIATED MANAGERS GROUP IN,CALL,
008252 95 8,,AFFILIATED MANAGERS GROUP IN,PUT,
00827B 10 6,*,AFFIRM HLDGS INC,COM CL A,
00827B 90 6,,AFFIRM HLDGS INC,CALL,
00827B 95 6,,AFFIRM HLDGS INC,PUT,
00827B AB 2,,AFFIRM HLDGS INC,NOTE11/1,
00832E 10 3,,AFFINITY BANCSHARES INC,COM,
00835Q 10 3,*,AEVA TECHNOLOGIES INC,COM,
00835Q 11 1,,AEVA TECHNOLOGIES INC,*W EXP 03/12/202,
00835Q 90 3,,AEVA TECHNOLOGIES INC,CALL,
00835Q 95 3,,AEVA TECHNOLOGIES INC,PUT,
008389 10 8,,AGAPE ATP CORP,COM,ADDED
00846U 10 1,*,AGILENT TECHNOLOGIES INC,COM,
00846U 90 1,,AGILENT TECHNOLOGIES INC,CALL,
00846U 95 1,,AGILENT TECHNOLOGIES INC,PUT,
008474 10 8,*,AGNICO EAGLE MINES LTD,COM,
008474 90 8,,AGNICO EAGLE MINES LTD,CALL,
008474 95 8,,AGNICO EAGLE MINES LTD,PUT,
00847G 70 5,*,AGENUS INC,COM NEW,
00847G 90 5,,AGENUS INC,CALL,
00847G 95 5,,AGENUS INC,PUT,
00847J 10 5,*,AGILYSYS INC,COM,
00847J 90 5,,AGILYSYS INC,CALL,
00847J 95 5,,AGILYSYS INC,PUT,
00847L 30 8,,AGILE THERAPEUTICS INC,COM,
00847X 10 4,*,AGIOS PHARMACEUTICALS INC,COM,
00847X 90 4,,AGIOS PHARMACEUTICALS INC,CALL,
00847X 95 4,,AGIOS PHARMACEUTICALS INC,PUT,
00848H 10 8,,AGEX THERAPEUTICS INC,COM,
00848J 10 4,*,AGILITI INC,COM,
00848J 90 4,,AGILITI INC,CALL,
00848J 95 4,,AGILITI INC,PUT,
00848K 10 1,*,AGEAGLE AERIAL SYS INC NEW,COM,
00848K 90 1,,AGEAGLE AERIAL SYS INC NEW,CALL,
00848K 95 1,,AGEAGLE AERIAL SYS INC NEW,PUT,
008492 10 0,*,AGREE RLTY CORP,COM,
008492 90 0,,AGREE RLTY CORP,CALL,
008492 95 0,,AGREE RLTY CORP,PUT,
00851L 10 3,*,AGORA INC,ADS,
00851L 90 3,,AGORA INC,CALL,
00851L 95 3,,AGORA INC,PUT,
00853E 30 5,,AGRIFY CORP,COM,
00857F 10 0,,AGILETHOUGHT INC,CLASS A COM,DELETED
00857F 11 8,,AGILETHOUGHT INC,*W EXP 08/23/202,DELETED
00857U 10 7,*,AGILON HEALTH INC,COM,
00857U 90 7,,AGILON HEALTH INC,CALL,
00857U 95 7,,AGILON HEALTH INC,PUT,
008875 30 4,,DOMINARI HOLDINGS INC,COM NEW,
00887A 20 4,,AILERON THERAPEUTICS INC,COM NEW,
00888H 10 9,,AIM ETF PRODUCTS TRUST,US LRGCP B10 APR,
00888H 20 8,,AIM ETF PRODUCTS TRUST,US LRGCP B20 APR,
00888H 30 7,,AIM ETF PRODUCTS TRUST,US LRGCP B10 JUL,
00888H 40 6,,AIM ETF PRODUCTS TRUST,US LRGCP B20 JUL,
00888H 50 5,,AIM ETF PRODUCTS TRUST,US LRGCP B20 OCT,
00888H 60 4,,AIM ETF PRODUCTS TRUST,US LRGCP B10 OCT,
00888H 68 7,,AIM ETF PRODUCTS TRUST,ALLIANZIM US LRG,
00888H 69 5,,AIM ETF PRODUCTS TRUST,ALLIANZIM US LRG,
00888H 70 3,,AIM ETF PRODUCTS TRUST,US LRGCP B10 JAN,
00888H 71 1,,AIM ETF PRODUCTS TRUST,ALLIANZIM US LRG,
00888H 72 9,,AIM ETF PRODUCTS TRUST,ALLIANZIM US LGR,
00888H 73 7,,AIM ETF PRODUCTS TRUST,US LRGCP B20 JUN,
00888H 74 5,,AIM ETF PRODUCTS TRUST,US LRGCP B10 JUN,
00888H 75 2,,AIM ETF PRODUCTS TRUST,US LAGCP B20 MAY,
00888H 76 0,,AIM ETF PRODUCTS TRUST,US LARCP B10 MAY,
00888H 77 8,,AIM ETF PRODUCTS TRUST,US LARCP B20 MAR,
00888H 78 6,,AIM ETF PRODUCTS TRUST,US LRGCP B20 FEB,
00888H 79 4,,AIM ETF PRODUCTS TRUST,US LRGCP B20 DEC,
00888H 80 2,,AIM ETF PRODUCTS TRUST,US LRGCP B20 JAN,
00888H 81 0,,AIM ETF PRODUCTS TRUST,US LARCP B10 MAR,
00888H 82 8,,AIM ETF PRODUCTS TRUST,US LRGCP B10 FEB,
00888H 83 6,,AIM ETF PRODUCTS TRUST,US LRGCP B10 DEC,
00888H 84 4,,AIM ETF PRODUCTS TRUST,US LRGCP B20 NOV,
00888H 85 1,,AIM ETF PRODUCTS TRUST,US LRGCP B10 NOV,
00888H 86 9,,AIM ETF PRODUCTS TRUST,U S LRGCP 6M JAN,
00888H 87 7,,AIM ETF PRODUCTS TRUST,U S LRGCP 6M APR,
008940 10 8,,AIRSHIP AI HLDGS INC,COM,ADDED
008940 11 6,,AIRSHIP AI HLDGS INC,*W EXP 12/21/202,ADDED
00901B 10 5,,AIM IMMUNOTECH INC,COM,
00902F 11 3,,AINOS INC,*W EXP 07/29/202,
00902F 20 4,,AINOS INC,COM NEW,DELETED
00902F 30 3,,AINOS INC,COM,ADDED
009066 10 1,*,AIRBNB INC,COM CL A,
009066 90 1,,AIRBNB INC,CALL,
009066 95 1,,AIRBNB INC,PUT,
009066 AB 7,,AIRBNB INC,NOTE3/1,
00912N 40 3,,AIR INDS GROUP,COM,
00912X 30 2,*,AIR LEASE CORP,CL A,
00912X 90 2,,AIR LEASE CORP,CALL,
00912X 95 2,,AIR LEASE CORP,PUT,
009158 10 6,*,AIR PRODS & CHEMS INC,COM,
009158 90 6,,AIR PRODS & CHEMS INC,CALL,
009158 95 6,,AIR PRODS & CHEMS INC,PUT,
009207 10 1,,AIR T INC,COM,
00922R 10 5,*,AIR TRANSPORT SERVICES GRP I,COM,
00922R 90 5,,AIR TRANSPORT SERVICES GRP I,CALL,
00922R 95 5,,AIR TRANSPORT SERVICES GRP I,PUT,
00922R AB 1,,AIR TRANS SVCS GROUP INC,NOTE  1.125%10/1,
00938A 10 4,*,AIRGAIN INC,COM,
00938A 90 4,,AIRGAIN INC,CALL,
00938A 95 4,,AIRGAIN INC,PUT,
00941Q 20 3,,AIRNET TECHNOLOGY INC,SPON ADS NEW,
009496 10 0,*,AIRSCULPT TECHNOLOGIES INC,COM,
009496 90 0,,AIRSCULPT TECHNOLOGIES INC,CALL,
009496 95 0,,AIRSCULPT TECHNOLOGIES INC,PUT,
00951K 10 4,*,AIRSPAN NETWORKS HOLDINGS IN,COM,
00951K 90 4,,AIRSPAN NETWORKS HOLDINGS IN,CALL,
00951K 95 4,,AIRSPAN NETWORKS HOLDINGS IN,PUT,
00971M 20 5,,AKANDA CORP,COM NEW,
00971T 10 1,*,AKAMAI TECHNOLOGIES INC,COM,
00971T 90 1,,AKAMAI TECHNOLOGIES INC,CALL,
00971T 95 1,,AKAMAI TECHNOLOGIES INC,PUT,
00971T AJ 0,,AKAMAI TECHNOLOGIES INC,NOTE  0.125% 5/0,
00971T AL 5,,AKAMAI TECHNOLOGIES INC,NOTE  0.375% 9/0,
00972D 10 5,*,AKEBIA THERAPEUTICS INC,COM,
00972D 90 5,,AKEBIA THERAPEUTICS INC,CALL,
00972D 95 5,,AKEBIA THERAPEUTICS INC,PUT,
00972G 20 7,,AKARI THERAPEUTICS PLC,SPONSORED ADR,
00973N 10 2,*,AKOUSTIS TECHNOLOGIES INC,COM,
00973N 90 2,,AKOUSTIS TECHNOLOGIES INC,CALL,
00973N 95 2,,AKOUSTIS TECHNOLOGIES INC,PUT,
00973W 11 0,,AKERNA CORP,*W EXP 06/17/202,
00973W 30 0,*,AKERNA CORP,COM NEW,
00973W 90 0,,AKERNA CORP,CALL,
00973W 95 0,,AKERNA CORP,PUT,
00973Y 10 8,*,AKERO THERAPEUTICS INC,COM,
00973Y 90 8,,AKERO THERAPEUTICS INC,CALL,
00973Y 95 8,,AKERO THERAPEUTICS INC,PUT,
00974B 10 7,*,AKILI INC,COMMON STOCK,
00974B 90 7,,AKILI INC,CALL,
00974B 95 7,,AKILI INC,PUT,
00974H 10 4,*,AKOYA BIOSCIENCES INC,COM,
00974H 90 4,,AKOYA BIOSCIENCES INC,CALL,
00974H 95 4,,AKOYA BIOSCIENCES INC,PUT,
01021X 10 0,,AKUMIN INC,COM,DELETED
011311 10 7,*,ALAMO GROUP INC,COM,
011311 90 7,,ALAMO GROUP INC,CALL,
011311 95 7,,ALAMO GROUP INC,PUT,
011532 10 8,*,ALAMOS GOLD INC NEW,COM CL A,
011532 90 8,,ALAMOS GOLD INC NEW,CALL,
011532 95 8,,ALAMOS GOLD INC NEW,PUT,
011642 10 5,*,ALARM COM HLDGS INC,COM,
011642 90 5,,ALARM COM HLDGS INC,CALL,
011642 95 5,,ALARM COM HLDGS INC,PUT,
011642 AB 1,,ALARM COM HLDGS INC,NOTE1/1,
011659 10 9,*,ALASKA AIR GROUP INC,COM,
011659 90 9,,ALASKA AIR GROUP INC,CALL,
011659 95 9,,ALASKA AIR GROUP INC,PUT,
012348 10 8,*,ALBANY INTL CORP,CL A,
012348 90 8,,ALBANY INTL CORP,CALL,
012348 95 8,,ALBANY INTL CORP,PUT,
012653 10 1,*,ALBEMARLE CORP,COM,
012653 90 1,,ALBEMARLE CORP,CALL,
012653 95 1,,ALBEMARLE CORP,PUT,
013091 10 3,*,ALBERTSONS COS INC,COMMON STOCK,
013091 90 3,,ALBERTSONS COS INC,CALL,
013091 95 3,,ALBERTSONS COS INC,PUT,
013872 10 6,*,ALCOA CORP,COM,
013872 90 6,,ALCOA CORP,CALL,
013872 95 6,,ALCOA CORP,PUT,
01438T 10 6,*,ALDEYRA THERAPEUTICS INC,COM,
01438T 90 6,,ALDEYRA THERAPEUTICS INC,CALL,
01438T 95 6,,ALDEYRA THERAPEUTICS INC,PUT,
014442 10 7,*,ALECTOR INC,COM,
014442 90 7,,ALECTOR INC,CALL,
014442 95 7,,ALECTOR INC,PUT,
01446U 10 3,*,ALERUS FINL CORP,COM,
01446U 90 3,,ALERUS FINL CORP,CALL,
01446U 95 3,,ALERUS FINL CORP,PUT,
014491 10 4,*,ALEXANDER & BALDWIN INC NEW,COM,
014491 90 4,,ALEXANDER & BALDWIN INC NEW,CALL,
014491 95 4,,ALEXANDER & BALDWIN INC NEW,PUT,
014752 10 9,,ALEXANDERS INC,COM,
015271 10 9,*,ALEXANDRIA REAL ESTATE EQ IN,COM,
015271 90 9,,ALEXANDRIA REAL ESTATE EQ IN,CALL,
015271 95 9,,ALEXANDRIA REAL ESTATE EQ IN,PUT,
015564 10 7,,THE ALGER ETF TRUST,MID CAP 40 ETF,
015564 20 6,,THE ALGER ETF TRUST,35 ETF,
015564 30 5,,THE ALGER ETF TRUST,WEATHERBIE END,
015658 10 7,*,ALGOMA STL GROUP INC,COM,
015658 11 5,,ALGOMA STL GROUP INC,*W EXP 10/19/202,
015658 90 7,,ALGOMA STL GROUP INC,CALL,
015658 95 7,,ALGOMA STL GROUP INC,PUT,
015857 10 5,*,ALGONQUIN PWR UTILS CORP,COM,
015857 87 3,,ALGONQUIN PWR UTILS CORP,UNIT 06/15/2024,
015857 90 5,,ALGONQUIN PWR UTILS CORP,CALL,
015857 95 5,,ALGONQUIN PWR UTILS CORP,PUT,
01609W 10 2,*,ALIBABA GROUP HLDG LTD,SPONSORED ADS,
01609W 90 2,,ALIBABA GROUP HLDG LTD,CALL,
01609W 95 2,,ALIBABA GROUP HLDG LTD,PUT,
016230 10 4,,ALICO INC,COM,
016255 10 1,*,ALIGN TECHNOLOGY INC,COM,
016255 90 1,,ALIGN TECHNOLOGY INC,CALL,
016255 95 1,,ALIGN TECHNOLOGY INC,PUT,
016259 20 2,*,ALIMERA SCIENCES INC,COM NEW,
016259 90 2,,ALIMERA SCIENCES INC,CALL,
016259 95 2,,ALIMERA SCIENCES INC,PUT,
01625V 10 4,*,ALIGNMENT HEALTHCARE INC,COM,
01625V 90 4,,ALIGNMENT HEALTHCARE INC,CALL,
01625V 95 4,,ALIGNMENT HEALTHCARE INC,PUT,
01626L 10 5,*,ALIGOS THERAPEUTICS INC,COM,
01626L 90 5,,ALIGOS THERAPEUTICS INC,CALL,
01626L 95 5,,ALIGOS THERAPEUTICS INC,PUT,
01626W 10 1,*,ALIGHT INC,COM CL A,
01626W 90 1,,ALIGHT INC,CALL,
01626W 95 1,,ALIGHT INC,PUT,
01643A 30 6,,ALKALINE WTR CO INC,COM,
01643B 10 6,,ALITHYA GROUP INC,CL A SUB VTG,
01644J 10 8,*,ALKAMI TECHNOLOGY INC,COM,
01644J 90 8,,ALKAMI TECHNOLOGY INC,CALL,
01644J 95 8,,ALKAMI TECHNOLOGY INC,PUT,
01671P 10 0,*,ALLAKOS INC,COM,
01671P 90 0,,ALLAKOS INC,CALL,
01671P 95 0,,ALLAKOS INC,PUT,
016744 30 2,,ALLARITY THERAPEUTICS INC,COM NEW,
01675A 10 9,*,ALLBIRDS INC,COM CL A,
01675A 90 9,,ALLBIRDS INC,CALL,
01675A 95 9,,ALLBIRDS INC,PUT,
01741R 10 2,*,ATI INC,COM,
01741R 90 2,,ATI INC,CALL,
01741R 95 2,,ATI INC,PUT,
01741R AK 8,,ATI INC,NOTE  3.500% 6/1,
01748X 10 2,*,ALLEGIANT TRAVEL CO,COM,
01748X 90 2,,ALLEGIANT TRAVEL CO,CALL,
01748X 95 2,,ALLEGIANT TRAVEL CO,PUT,
01749D 10 5,*,ALLEGRO MICROSYSTEMS INC,COM,
01749D 90 5,,ALLEGRO MICROSYSTEMS INC,CALL,
01749D 95 5,,ALLEGRO MICROSYSTEMS INC,PUT,
018522 30 0,*,ALLETE INC,COM NEW,
018522 90 0,,ALLETE INC,CALL,
018522 95 0,,ALLETE INC,PUT,
018581 10 8,*,BREAD FINANCIAL HOLDINGS INC,COM,
018581 90 8,,BREAD FINANCIAL HOLDINGS INC,CALL,
018581 95 8,,BREAD FINANCIAL HOLDINGS INC,PUT,
01861F 10 2,,ALLIANCE ENTERTAINMENT HOLDI,COM CLASS A,
01861F 11 0,,ALLIANCE ENTERTAINMENT HOLDI,*W EXP 02/11/202,
01864U 10 6,,ALLIANCEBERNSTEIN NATL MUN I,COM,
01877R 10 8,*,ALLIANCE RESOURCE PARTNERS L,UT LTD PART,
01877R 90 8,,ALLIANCE RESOURCE PARTNERS L,CALL,
01877R 95 8,,ALLIANCE RESOURCE PARTNERS L,PUT,
01879R 10 6,,ALLIANCEBERNSTEIN GLOBAL HIG,COM,
018802 10 8,*,ALLIANT ENERGY CORP,COM,
018802 90 8,,ALLIANT ENERGY CORP,CALL,
018802 95 8,,ALLIANT ENERGY CORP,PUT,
01881G 10 6,*,ALLIANCEBERNSTEIN HLDG L P,UNIT LTD PARTN,
01881G 90 6,,ALLIANCEBERNSTEIN HLDG L P,CALL,
01881G 95 6,,ALLIANCEBERNSTEIN HLDG L P,PUT,
019170 10 9,,ALLIED GAMING & ENTRTNMNT IN,COM,
019330 10 9,*,ALLIENT INC,COM,
019330 90 9,,ALLIENT INC,CALL,
019330 95 9,,ALLIENT INC,PUT,
01973R 10 1,*,ALLISON TRANSMISSION HLDGS I,COM,
01973R 90 1,,ALLISON TRANSMISSION HLDGS I,CALL,
01973R 95 1,,ALLISON TRANSMISSION HLDGS I,PUT,
019770 10 6,*,ALLOGENE THERAPEUTICS INC,COM,
019770 90 6,,ALLOGENE THERAPEUTICS INC,CALL,
019770 95 6,,ALLOGENE THERAPEUTICS INC,PUT,
019818 10 3,*,ALLOVIR INC,COM,
019818 90 3,,ALLOVIR INC,CALL,
019818 95 3,,ALLOVIR INC,PUT,
01988P 10 8,*,VERADIGM INC,COM,
01988P 90 8,,VERADIGM INC,CALL,
01988P 95 8,,VERADIGM INC,PUT,
01988P AF 5,,VERADIGM INC,NOTE  0.875% 1/0,
020002 10 1,*,ALLSTATE CORP,COM,
020002 90 1,,ALLSTATE CORP,CALL,
020002 95 1,,ALLSTATE CORP,PUT,
02005N 10 0,*,ALLY FINL INC,COM,
02005N 90 0,,ALLY FINL INC,CALL,
02005N 95 0,,ALLY FINL INC,PUT,
02008G 10 2,*,ALLURION TECHNOLOGIES INC,COM SHS,
02008G 11 0,,ALLURION TECHNOLOGIES INC,*W EXP 08/01/203,
02008G 90 2,,ALLURION TECHNOLOGIES INC,CALL,
02008G 95 2,,ALLURION TECHNOLOGIES INC,PUT,
020283 30 5,*,ALMADEN MINERALS LTD,COM CL B,
020283 90 5,,ALMADEN MINERALS LTD,CALL,
020283 95 5,,ALMADEN MINERALS LTD,PUT,
02028M 10 5,,ALMACENES EXITO S A,SPON ADS,
02043Q 10 7,*,ALNYLAM PHARMACEUTICALS INC,COM,
02043Q 90 7,,ALNYLAM PHARMACEUTICALS INC,CALL,
02043Q 95 7,,ALNYLAM PHARMACEUTICALS INC,PUT,
02043Q AB 3,,ALNYLAM PHARMACEUTICALS INC,NOTE  1.000% 9/1,
02072L 10 2,,EA SERIES TRUST,US QUAN VALUE,
02072L 20 1,,EA SERIES TRUST,INTL QUAN VALUE,
02072L 28 4,,EA SERIES TRUST,ALPHA BLUE CAP,ADDED
02072L 29 2,,EA SERIES TRUST,ARK 21SHS BLOCKC,ADDED
02072L 30 0,,EA SERIES TRUST,INTL QUAN MOMNTM,
02072L 31 8,,EA SERIES TRUST,ARK 21SHS ACT ON,ADDED
02072L 32 6,,EA SERIES TRUST,HONEYTREE US EQU,ADDED
02072L 33 4,,EA SERIES TRUST,ARK 21 SHARES AC,ADDED
02072L 34 2,,EA SERIES TRUST,ARK 21SH ACT BTC,ADDED
02072L 35 9,,EA SERIES TRUST,ARK 21SHARES ACT,ADDED
02072L 37 5,,EA SERIES TRUST,TBG DIVIDEND FOC,ADDED
02072L 38 3,,EA SERIES TRUST,WHITEWOLF PUBLIC,ADDED
02072L 40 9,*,EA SERIES TRUST,US QUAN MOMENTUM,
02072L 41 7,,EA SERIES TRUST,MARKETDESK FOCUS,
02072L 42 5,,EA SERIES TRUST,BUSHIDO CAP U S,
02072L 43 3,,EA SERIES TRUST,ASTORIA U S QUAL,
02072L 44 1,,EA SERIES TRUST,STRIVE ENHANCED,
02072L 45 8,,EA SERIES TRUST,STRIVE TOTAL RET,
02072L 46 6,,EA SERIES TRUST,EUCLIDEAN FUNDAM,
02072L 47 4,,EA SERIES TRUST,BRIDGES CAP TACT,
02072L 48 2,,EA SERIES TRUST,MORGAN DEMPSEY L,
02072L 49 0,,EA SERIES TRUST,MKAM ETF,
02072L 50 8,,EA SERIES TRUST,VAL MOMTM TRND,
02072L 51 6,,EA SERIES TRUST,ALPHA ARCHITECT,
02072L 53 2,*,EA SERIES TRUST,EA BRIDGEWAY OMN,
02072L 55 7,,EA SERIES TRUST,STRIVE FAANG 2.0,
02072L 56 5,,EA SERIES TRUST,ALPHA ARCH 1-3,
02072L 57 3,,EA SERIES TRUST,STRIVE SML CAP,
02072L 58 1,,EA SERIES TRUST,STRIVE 1000 DIV,
02072L 59 9,,EA SERIES TRUST,STRIVE 1000 VALU,
02072L 60 7,,EA SERIES TRUST,FREEDOM 100 EM,
02072L 61 5,,EA SERIES TRUST,STRIVE 1000 GRWT,
02072L 63 1,,EA SERIES TRUST,ALPHA ARCHITECT,
02072L 64 9,,EA SERIES TRUST,BURNEY US FCTR,
02072L 65 6,,EA SERIES TRUST,ALTRIUS GBL DIV,
02072L 67 2,,EA SERIES TRUST,STRIVE US SEMICO,
02072L 68 0,,EA SERIES TRUST,STRIVE 500 ETF,
02072L 69 8,,EA SERIES TRUST,STRIVE EMERGING,
02072L 70 6,,EA SERIES TRUST,MERLYN AI BULL,DELETED
02072L 71 4,,EA SERIES TRUST,BRIDGEWAY BLUE,
